id,isHigherBetter,metricName,metricValue,createdAt,updatedAt,deletedAt,userId,submissionMethodRefId,submissionTaskRefId,evaluatedAt,notes,standardError,sampleSize,submissionPlatformRefId,qubitCount,circuitDepth,shots,submissionDataSetRefId
1706,f,Toffoli count,4426165368,2024-03-05 15:02:03.655+00,2024-03-05 15:02:03.655+00,,19,1042,1081,2022-09-27,"k=8, n=64",,,,,,,
1705,f,Toffoli count,10518300,2024-03-05 15:01:50.01+00,2024-03-05 15:01:50.01+00,,19,1042,1081,2022-09-27,"k=8, n=32",,,,,,,
1704,f,Toffoli count,12870,2024-03-05 15:01:23.632+00,2024-03-05 15:01:23.632+00,,19,1042,1081,2022-09-27,"k=8, n=16",,,,,,,
1703,f,Toffoli count,1.2297266440393687e+19,2024-03-05 13:16:20.121+00,2024-03-05 13:16:20.121+00,,19,1042,1081,2022-09-27,"k=4, n=131072",,,,,,,
1702,f,Toffoli count,7.685439696288973e+17,2024-03-05 13:16:06.57+00,2024-03-05 13:16:06.57+00,,19,1042,1081,2022-09-27,"k=4, n=65536",,,,,,,
1701,f,Toffoli count,4.802960042438656e+16,2024-03-05 13:15:50.59+00,2024-03-05 13:15:50.59+00,,19,1042,1081,2022-09-27,"k=4, n=32768",,,,,,,
1700,f,Toffoli count,3.001300362981376e+15,2024-03-05 13:15:39.388+00,2024-03-05 13:15:39.388+00,,19,1042,1081,2022-09-27,"k=4, n=16384",,,,,,,
1699,f,Toffoli count,187512576276480,2024-03-05 13:15:26.492+00,2024-03-05 13:15:26.492+00,,19,1042,1081,2022-09-27,"k=4, n=8192",,,,,,,
1698,f,Toffoli count,11710951848960,2024-03-05 13:15:12.433+00,2024-03-05 13:15:12.433+00,,19,1042,1081,2022-09-27,"k=4, n=4096",,,,,,,
1697,f,Toffoli count,730862190080,2024-03-05 13:14:54.957+00,2024-03-05 13:14:54.957+00,,19,1042,1081,2022-09-27,"k=4, n=2048",,,,,,,
1696,f,Toffoli count,45545029376,2024-03-05 13:14:39.311+00,2024-03-05 13:14:39.311+00,,19,1042,1081,2022-09-27,"k=4, n=1024",,,,,,,
1695,f,Toffoli count,2829877120,2024-03-05 13:13:44.577+00,2024-03-05 13:13:44.577+00,,19,1042,1081,2022-09-27,"k=4, n=512",,,,,,,
1694,f,Toffoli count,174792640,2024-03-05 13:13:31.042+00,2024-03-05 13:13:31.042+00,,19,1042,1081,2022-09-27,"k=4, n=256",,,,,,,
1693,f,Toffoli count,10668000,2024-03-05 13:12:55.483+00,2024-03-05 13:12:55.483+00,,19,1042,1081,2022-09-27,"k=4, n=128",,,,,,,
1692,f,Toffoli count,635376,2024-03-05 13:12:19.884+00,2024-03-05 13:12:19.884+00,,19,1042,1081,2022-09-27,"k=4, n=64",,,,,,,
1691,f,Toffoli count,35960,2024-03-05 13:11:54.798+00,2024-03-05 13:11:54.798+00,,19,1042,1081,2022-09-27,"k=4, n=32",,,,,,,
1690,f,Toffoli count,1820,2024-03-05 13:11:38.28+00,2024-03-05 13:11:38.28+00,,19,1042,1081,2022-09-27,"k=4, n=16",,,,,,,
1689,f,Toffoli count,70,2024-03-05 13:11:19.081+00,2024-03-05 13:11:19.081+00,,19,1042,1081,2022-09-27,"k=4, n=8",,,,,,,
1686,f,T-count,99000000000,2024-02-07 02:53:01.518+00,2024-02-07 02:53:01.518+00,,19,1053,1085,2019-05-23,"",,,,9237,,,
1685,f,T-count,2700000000,2024-02-07 02:52:09.284+00,2024-02-07 02:52:09.284+00,,19,1052,1085,2019-05-23,"",,,,6158,,,
1683,f,T-count,400000000,2024-02-07 02:51:43.374+00,2024-02-07 02:51:43.374+00,,19,1051,1085,2019-05-23,"",,,,3078,,,
1682,f,T-count,48000000,2024-02-07 02:49:44.035+00,2024-02-07 02:49:44.035+00,,19,1050,1084,2023-06-14,"",,,,50000,,,
1681,f,T-count,110000000,2024-02-07 02:49:25.721+00,2024-02-07 02:49:25.721+00,,19,1050,1084,2023-06-14,"",,,,3000,,,
1680,f,T-count,17000000000,2024-02-07 02:47:35.997+00,2024-02-07 02:47:35.997+00,,19,1049,1083,2020-01-27,"",,,,5273,,,
1679,f,T-count,62000000000,2024-02-07 02:47:13.484+00,2024-02-07 02:47:13.484+00,,19,1049,1083,2020-01-27,"",,,,4258,,,
1678,f,T-count,7500000000,2024-02-07 02:46:50.94+00,2024-02-07 02:46:50.94+00,,19,1048,1083,2020-01-27,"",,,,3901,,,
1677,f,T-count,26000000000,2024-02-07 02:46:27.065+00,2024-02-07 02:46:27.065+00,,19,1048,1083,2020-01-27,"",,,,3151,,,
1676,f,T-count,2300000000,2024-02-07 02:45:55.587+00,2024-02-07 02:45:55.587+00,,19,1047,1083,2020-01-27,"",,,,2619,,,
1675,f,T-count,7400000000,2024-02-07 02:45:23.6+00,2024-02-07 02:45:23.6+00,,19,1047,1083,2020-01-27,"",,,,2124,,,
1674,f,T-count,1140000000000,2024-02-07 02:43:11.8+00,2024-02-07 02:43:11.8+00,,19,1046,1082,2017-06-21,"",,,,4719,,,
1673,f,T-count,126000000000,2024-02-07 02:42:45.226+00,2024-02-07 02:42:45.226+00,,19,1045,1082,2017-06-21,"",,,,2330,,,
1672,f,T-count,84300000000,2024-02-07 02:42:14.132+00,2024-02-07 02:42:14.132+00,,19,1043,1082,2017-06-21,"",,,,2042,,,
1670,f,T-count,9440000000,2024-02-07 02:41:10.068+00,2024-02-07 02:41:10.068+00,,19,1043,1082,2017-06-21,"",,,,1014,,,
1669,f,T-count,1000000000000,2024-02-07 02:36:27.379+00,2024-02-07 02:36:27.379+00,,19,1042,1081,2022-09-27,"n = 10000, k = 4",,,,,,,
1668,t,Qubits,10000,2024-02-07 02:36:11.081+00,2024-02-07 02:36:11.081+00,,19,1042,1081,2022-09-27,"n = 10000, k = 4",,,,,,,
1667,f,T-count,10000000000,2024-02-07 02:35:50.347+00,2024-02-07 02:35:50.347+00,,19,1042,1081,2022-09-27,"n = 1000, k = 4",,,,,,,
1666,t,Qubits,1000,2024-02-07 02:35:34.747+00,2024-02-07 02:35:34.747+00,,19,1042,1081,2022-09-27,"n = 1000, k = 4",,,,,,,
1665,f,T-count,100000000,2024-02-07 02:35:18.684+00,2024-02-07 02:35:18.684+00,,19,1042,1081,2022-09-27,"n = 100, k = 4",,,,,,,
1664,t,Qubits,100,2024-02-07 02:34:56.165+00,2024-02-07 02:34:56.165+00,,19,1042,1081,2022-09-27,"n = 100, k = 4",,,,,,,
1663,f,T-count,6800000000,2024-02-07 02:34:39.004+00,2024-02-07 02:34:39.004+00,,19,1042,1081,2022-09-27,"n = 256, k = 16",,,,,,,
1662,t,Qubits,256,2024-02-07 02:34:22.878+00,2024-02-07 02:34:22.878+00,,19,1042,1081,2022-09-27,"n = 256, k = 16",,,,,,,
1661,f,T-count,440000000000,2024-02-07 02:31:42.427+00,2024-02-07 02:31:42.427+00,,19,1041,1080,2023-12-26,Weak Euler scheme,,,,,,,
1660,t,Qubits,64000,2024-02-07 02:31:17.273+00,2024-02-07 02:31:17.273+00,,19,1041,1080,2023-12-26,Strong Euler scheme,,,,,,,
1659,f,T-count,770000000000000,2024-02-07 02:30:56.519+00,2024-02-07 02:30:56.519+00,,19,1041,1080,2023-12-26,Strong Euler scheme,,,,,,,
1658,t,Qubits,130000,2024-02-07 02:30:37.942+00,2024-02-07 02:30:37.942+00,,19,1041,1080,2023-12-26,Strong Euler scheme,,,,,,,
1657,f,T-count,240000000000,2024-02-07 02:30:04.581+00,2024-02-07 02:30:04.581+00,,19,1041,1080,2023-12-26,Weak Euler scheme,,,,,,,
1656,t,Qubits,22000,2024-02-07 02:29:48.138+00,2024-02-07 02:29:48.138+00,,19,1041,1080,2023-12-26,Weak Euler scheme,,,,,,,
1655,f,T-count,190000000000000,2024-02-07 02:29:00.305+00,2024-02-07 02:29:00.305+00,,19,1041,1080,2023-12-26,Strong Euler scheme,,,,,,,
1654,f,T-count,190000000000000,2024-02-07 02:21:54.342+00,2024-02-07 02:21:54.342+00,,19,1041,1080,2023-12-26,Strong Euler scheme,,,,,,,
1653,t,Qubits,38000,2024-02-07 02:21:36.9+00,2024-02-07 02:21:36.9+00,,19,1041,1080,2023-12-26,Strong Euler scheme,,,,,,,
1652,f,T-count,10000000,2024-02-07 02:19:41.218+00,2024-02-07 02:19:41.218+00,,19,1040,1079,2021-11-24,"",,,,,,,
1651,t,Qubits,12000,2024-02-07 02:19:22.78+00,2024-02-07 02:19:22.78+00,,19,1040,1079,2021-11-24,"",,,,,,,
1650,f,T-count,2400000000,2024-02-07 02:18:16.541+00,2024-02-07 02:18:16.541+00,,19,1039,1078,2023-07-26,"",,,,,,,
1649,t,Qubits,4700,2024-02-07 02:17:55.504+00,2024-02-07 02:17:55.504+00,,19,1039,1078,2023-07-26,"",,,,,,,
1648,f,T-count,9800000000,2024-02-07 00:27:59.001+00,2024-02-07 00:27:59.001+00,,19,1038,1077,2020-12-07,TARF option; Re-parameterization method,,,,,,,
1647,t,Qubits,11500,2024-02-07 00:27:42.257+00,2024-02-07 00:27:42.257+00,,19,1038,1077,2020-12-07,TARF option; Re-parameterization method,,,,,,,
1646,f,T-count,12000000000,2024-02-07 00:27:14.943+00,2024-02-07 00:27:14.943+00,,19,1038,1077,2020-12-07,auto-callable option; Re-parameterization method,,,,,,,
1645,t,Qubits,8000,2024-02-07 00:26:47.343+00,2024-02-07 00:26:47.343+00,,19,1038,1077,2020-12-07,auto-callable option; Re-parameterization method,,,,,,,
1644,f,T-count,2e+24,2024-02-07 00:24:43.081+00,2024-02-07 00:24:43.081+00,,19,1036,1076,2023-10-04,N = 100 interior point method,,,,,,,
1643,t,Qubits,8000000,2024-02-07 00:24:20.929+00,2024-02-07 00:24:20.929+00,,19,1036,1076,2023-10-04,N = 100 interior point method,,,,,,,
1642,f,T-count,36000000,2024-02-07 00:22:46.283+00,2024-02-07 00:22:46.283+00,,19,1035,1075,2019-07-05,"",,,,,,,
1641,t,Qubits,1000000,2024-02-07 00:22:25.192+00,2024-02-07 00:22:25.192+00,,19,1035,1075,2019-07-05,"",,,,,,,
1640,f,T-count,2.0299999999999997e+21,2024-02-07 00:19:59.083+00,2024-02-07 00:19:59.083+00,,19,1034,1074,2023-03-24,"",,,,,,,
1639,t,Qubits,7577,2024-02-07 00:19:33.757+00,2024-02-07 00:19:33.757+00,,19,1034,1074,2023-03-24,"",,,,,,,
1638,f,T-count,1.92e+18,2024-02-07 00:19:15.706+00,2024-02-07 00:19:15.706+00,,19,1033,1074,2023-03-24,"",,,,,,,
1637,t,Qubits,2130,2024-02-07 00:18:54.04+00,2024-02-07 00:18:54.04+00,,19,1033,1074,2023-03-24,"",,,,,,,
1636,f,T-count,7.72e+17,2024-02-07 00:18:38.771+00,2024-02-07 00:18:38.771+00,,19,1032,1074,2023-03-24,"",,,,,,,
1635,t,Qubits,1790,2024-02-07 00:18:18.479+00,2024-02-07 00:18:18.479+00,,19,1032,1074,2023-03-24,"",,,,,,,
1634,f,T-count,11000000000,2024-02-07 00:16:01.486+00,2024-02-07 00:16:01.486+00,,19,1030,1073,2022-06-01,"",,,,,,,
1633,t,Qubits,2207,2024-02-07 00:15:43.186+00,2024-02-07 00:15:43.186+00,,19,1030,1073,2022-06-01,"",,,,,,,
1632,f,T-count,8000000000,2024-02-07 00:09:27.668+00,2024-02-07 00:09:27.668+00,,19,1029,1072,2020-09-25,"",,,,,,,
1631,t,Qubits,1366,2024-02-07 00:08:59.363+00,2024-02-07 00:08:59.363+00,,19,1029,1072,2020-09-25,N = 26,,,,,,,
1630,f,T-count,2.1e+17,2024-02-07 00:07:29.014+00,2024-02-07 00:07:29.014+00,,19,1028,1071,2023-08-23,PF,,,,,,,
1629,t,Qubits,33368,2024-02-07 00:07:09.375+00,2024-02-07 00:07:09.375+00,,19,1028,1071,2023-08-23,PF,,,,,,,
1628,f,T-count,2.1e+20,2024-02-07 00:06:49.379+00,2024-02-07 00:06:49.379+00,,19,1028,1071,2023-08-23,QSP,,,,,,,
1627,t,Qubits,33038,2024-02-07 00:06:31.611+00,2024-02-07 00:06:31.611+00,,19,1028,1071,2023-08-23,QSP,,,,,,,
1626,f,T-count,11000000000000,2024-02-07 00:06:11.862+00,2024-02-07 00:06:11.862+00,,19,1028,1071,2023-08-23,PF,,,,,,,
1625,t,Qubits,2666,2024-02-07 00:05:51.25+00,2024-02-07 00:05:51.25+00,,19,1028,1071,2023-08-23,PF,,,,,,,
1624,f,T-count,559999999999999.94,2024-02-07 00:05:32.056+00,2024-02-07 00:05:32.056+00,,19,1028,1071,2023-08-23,QSP,,,,,,,
1623,t,Qubits,1749,2024-02-07 00:05:08.492+00,2024-02-07 00:05:08.492+00,,19,1028,1071,2023-08-23,QSP,,,,,,,
1622,f,T-count,33900000000000,2024-02-06 23:58:07.984+00,2024-02-06 23:58:07.984+00,,19,1027,1070,2023-02-10,Sparse LCU,,,,,,,
1621,t,Qubits,182864,2024-02-06 23:57:47.349+00,2024-02-06 23:57:47.349+00,,19,1027,1070,2023-02-10,Sparse LCU,,,,,,,
1620,f,T-count,20600000000000,2024-02-06 23:57:28.101+00,2024-02-06 23:57:28.101+00,,19,1026,1070,2023-02-10,Sparse LCU,,,,,,,
1619,t,Qubits,99918,2024-02-06 23:57:07.092+00,2024-02-06 23:57:07.092+00,,19,1026,1070,2023-02-10,Sparse LCU,,,,,,,
1618,f,T-count,10300000000000,2024-02-06 23:56:49.662+00,2024-02-06 23:56:49.662+00,,19,1025,1070,2023-02-10,Sparse LCU,,,,,,,
1617,t,Qubits,83532,2024-02-06 23:56:28.944+00,2024-02-06 23:56:28.944+00,,19,1025,1070,2023-02-10,Sparse LCU,,,,,,,
1616,f,T-count,61600000000000,2024-02-06 23:56:07.742+00,2024-02-06 23:56:07.742+00,,19,1024,1070,2023-02-10,Sparse LCU,,,,,,,
1615,t,Qubits,166946,2024-02-06 23:55:48.843+00,2024-02-06 23:55:48.843+00,,19,1024,1070,2023-02-10,Sparse LCU,,,,,,,
1614,t,Qubits,1758,2024-02-06 23:47:13.65+00,2024-02-06 23:47:13.65+00,,19,1023,1069,2021-05-26,plane wave basis,,,,,,,
1613,f,T-count,80000000000,2024-02-06 23:47:00.061+00,2024-02-06 23:47:00.061+00,,19,1023,1069,2021-05-26,plane wave basis,,,,,,,
1612,f,T-count,25000000000,2024-02-06 23:46:32.005+00,2024-02-06 23:46:32.005+00,,19,1022,1069,2021-05-26,plane wave basis,,,,,,,
1611,t,Qubits,1395,2024-02-06 23:46:05.072+00,2024-02-06 23:46:05.072+00,,19,1022,1069,2021-05-26,plane wave basis,,,,,,,
1609,f,T-count,63200000000,2024-02-06 23:19:01.173+00,2024-02-06 23:19:01.173+00,,19,1020,1068,2021-04-21,STO-3G basis,,,,,,,
1608,f,T-count,541000000000,2024-02-06 23:18:32.509+00,2024-02-06 23:18:32.509+00,,19,1020,1068,2021-04-21,DZ basis,,,,,,,
1607,f,T-count,62500000000000,2024-02-06 23:18:14.385+00,2024-02-06 23:18:14.385+00,,19,1020,1068,2021-04-21,cc-p VTZ basis,,,,,,,
1606,t,Qubits,81958,2024-02-06 23:17:56.234+00,2024-02-06 23:17:56.234+00,,19,1020,1068,2021-04-21,cc-p VTZ basis,,,,,,,
1605,t,Qubits,10462,2024-02-06 23:17:37.041+00,2024-02-06 23:17:37.041+00,,19,1020,1068,2021-04-21,DZ basis,,,,,,,
1604,t,Qubits,2685,2024-02-06 23:17:20.521+00,2024-02-06 23:17:20.521+00,,19,1020,1068,2021-04-21,STO-3G basis,,,,,,,
1603,f,T-count,7800000000,2024-02-06 23:14:17.176+00,2024-02-06 23:14:17.176+00,,19,977,1038,2022-02-02,M = 320,,,,,,,
1602,t,Qubits,1434,2024-02-06 23:13:57.146+00,2024-02-06 23:13:57.146+00,,19,977,1038,2022-02-02,M = 320,,,,,,,
1601,f,T-count,32000000000,2024-02-06 23:12:26.233+00,2024-02-06 23:12:26.233+00,,19,1019,1067,2020-11-06,LLDUC orbitals,,,,,,,
1600,t,Qubits,2196,2024-02-06 23:11:37.648+00,2024-02-06 23:11:37.648+00,,19,1019,1067,2020-11-06,LLDUC orbitals,,,,,,,
1599,f,T-count,5300000000,2024-02-06 23:11:14.225+00,2024-02-06 23:11:14.225+00,,19,1019,1067,2020-11-06,RWSWT orbitals,,,,,,,
1598,t,Qubits,2142,2024-02-06 23:10:51.479+00,2024-02-06 23:10:51.479+00,,19,1019,1067,2020-11-06,RWSWT orbitals,,,,,,,
1597,f,T-count,13000000000,2024-02-06 23:09:27.598+00,2024-02-06 23:09:27.598+00,,19,1018,1066,2020-07-28,"Structure I, 52 orbitals",,,,,,,
1596,t,Qubits,3400,2024-02-06 23:09:07.078+00,2024-02-06 23:09:07.078+00,,19,1018,1066,2020-07-28,"Structure I, 52 orbitals",,,,,,,
1595,t,Qubits,437,2024-02-06 23:07:49.043+00,2024-02-06 23:07:49.043+00,,19,1017,1065,2019-02-06,Dirty ancilla algorithm; LLCUC orbitals,,,,,,,
1594,f,T-count,20000000000000,2024-02-06 23:07:32.857+00,2024-02-06 23:07:32.857+00,,19,1017,1065,2019-02-06,Dirty ancilla algorithm; LLCUC orbitals,,,,,,,
1593,f,T-count,21000000000000,2024-02-06 23:07:05.501+00,2024-02-06 23:07:05.501+00,,19,1017,1065,2019-02-06,Dirty ancilla algorithm; RWSWT orbitals,,,,,,,
1592,t,Qubits,378,2024-02-06 23:06:43.553+00,2024-02-06 23:06:43.553+00,,19,1017,1065,2019-02-06,Dirty ancilla algorithm; RWSWT orbitals,,,,,,,
1591,f,T-count,330000000000000,2024-02-06 23:04:50.945+00,2024-02-06 23:04:50.945+00,,19,1016,1064,2016-05-11,Qualitative accuracy,,,,,,,
1590,t,Qubits,135,2024-02-06 23:04:28.742+00,2024-02-06 23:04:28.742+00,,19,1016,1064,2016-05-11,Qualitative accuracy,,,,,,,
1589,f,T-count,3.5e+15,2024-02-06 23:04:05+00,2024-02-06 23:04:05+00,,19,1016,1064,2016-05-11,Quantitative accuracy,,,,,,,
1588,t,Qubits,135,2024-02-06 23:03:41.578+00,2024-02-06 23:03:41.578+00,,19,1016,1064,2016-05-11,Quantitative accuracy,,,,,,,
1587,f,T-count,4000000000000,2024-02-06 23:02:03.434+00,2024-02-06 23:02:03.434+00,,19,1015,1063,2023-12-08,Compact encoding,,,,,,,
1586,f,T-count,4000000000000,2024-02-06 23:01:46.306+00,2024-02-06 23:01:46.306+00,,19,1015,1063,2023-12-08,Compact encoding,,,,,,,
1585,t,Qubits,10000,2024-02-06 23:01:29.839+00,2024-02-06 23:01:29.839+00,,19,1015,1063,2023-12-08,Compact encoding,,,,,,,
1584,f,T-count,4000000000000,2024-02-06 23:01:04.903+00,2024-02-06 23:01:04.903+00,,19,1015,1063,2023-12-08,VC encoding,,,,,,,
1583,t,Qubits,6000,2024-02-06 23:00:45.586+00,2024-02-06 23:00:45.586+00,,19,1015,1063,2023-12-08,VC encoding,,,,,,,
1582,f,T-count,200000000000,2024-02-06 22:50:43.961+00,2024-02-06 22:50:43.961+00,,19,1013,1062,2017-11-29,"",,,,,,,
1581,f,T-count,20000000000,2024-02-06 22:50:31.895+00,2024-02-06 22:50:31.895+00,,19,1013,1062,2017-11-29,"",,,,,,,
1580,f,T-count,1000000000000,2024-02-06 22:50:04.065+00,2024-02-06 22:50:04.065+00,,19,1013,1062,2017-11-29,"",,,,,,,
